condition,experiment,speed,session_length,meta,seed,hmm_accuracy,total_pnl,sharpe,n_vetoes,n_retrains,detection_lag,acc_trending,acc_mean_reverting,acc_volatile,lag_trending_to_mean_rev,lag_trending_to_volatile,lag_mean_rev_to_trending,lag_mean_rev_to_volatile,lag_volatile_to_trending,lag_volatile_to_mean_rev,pnl_when_correct,pnl_when_incorrect,avg_pnl_correct,avg_pnl_incorrect,conf_at_transition,conf_at_stable
very_fast_nometa,speed_sweep,very_fast,300.0,False,762910889,0.5443,2414.0,0.2259,24,0,1.32,0.7879,0.0,0.7083,0.0,1.375,1.0,1.0,1.833,0.0,0.0,2414.0,0.0,92.85,0.9823,0.9909
very_fast_meta,speed_sweep,very_fast,300.0,True,249755961,0.7848,1986.0,0.2172,48,0,1.22,0.7143,0.6897,1.0,1.0,1.0,1.2,1.0,1.714,1.333,640.0,1346.0,45.71,79.18,0.9853,0.9773
very_fast_nometa,speed_sweep,very_fast,300.0,False,941301948,0.7848,1950.0,0.2299,45,0,1.26,0.7333,0.7586,0.9,1.0,1.2,1.429,1.0,1.6,1.5,1288.0,662.0,75.76,38.94,0.9928,0.9896
slow_meta,speed_sweep,slow,300.0,True,1510565303,0.7722,2060.0,0.2276,45,1,1.5,0.3684,0.7143,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1446.0,614.0,62.87,55.82,1.0,0.9758
slow_nometa,speed_sweep,slow,300.0,False,581069635,0.7468,1934.0,0.2248,30,0,1.5,0.6136,0.8,1.0,1.0,1.0,2.0,0.0,2.0,0.0,688.0,1246.0,22.93,65.58,0.9978,0.9504
sesslen_180,session_sweep,medium,180.0,False,777767087,0.7848,2294.0,0.2281,46,0,1.12,0.6667,0.7568,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1694.0,600.0,89.16,42.86,0.9979,0.9848
medium_meta,speed_sweep,medium,300.0,True,697061945,0.8354,2644.0,0.2235,34,0,1.43,0.8378,0.6818,1.0,1.0,1.0,1.0,0.0,2.5,0.0,1986.0,658.0,60.18,54.83,0.9952,0.9534
slow_meta,speed_sweep,slow,300.0,True,1757295063,0.7722,1996.0,0.1951,48,0,1.67,0.7368,0.7174,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1360.0,636.0,104.62,35.33,0.9994,0.994
sesslen_300,session_sweep,medium,300.0,False,534245937,0.7722,2108.0,0.2242,26,0,1.38,0.6765,0.6316,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1442.0,666.0,40.06,39.18,1.0,0.9717
medium_nometa,speed_sweep,medium,300.0,False,1553064676,0.8608,2622.0,0.2233,36,0,1.38,0.7931,0.7727,1.0,1.0,1.0,1.667,0.0,0.0,1.5,1986.0,636.0,60.18,63.6,0.998,0.9799
medium_meta,speed_sweep,medium,300.0,True,324904054,0.7848,2146.0,0.1971,42,0,1.88,0.8571,0.6154,1.0,3.5,0.0,0.0,1.0,2.0,1.0,1476.0,670.0,73.8,39.41,0.9992,0.9936
fast_nometa,speed_sweep,fast,300.0,False,1608588291,0.5949,2238.0,0.2382,45,0,1.38,0.2143,0.5652,1.0,1.333,1.0,3.0,1.0,2.0,1.5,972.0,1266.0,51.16,84.4,0.9635,0.9385
medium_nometa,speed_sweep,medium,300.0,False,529333324,0.7848,1966.0,0.1966,38,0,1.29,0.6897,0.75,1.0,1.0,1.0,1.5,0.0,0.0,1.5,582.0,1384.0,24.25,81.41,1.0,0.9924
sesslen_180,session_sweep,medium,180.0,False,1450562653,0.4937,2728.0,0.2301,42,0,3.86,0.3462,0.4167,0.8824,4.0,0.0,5.5,2.0,5.0,1.0,2500.0,228.0,166.67,10.36,0.999,0.9554
medium_nometa,speed_sweep,medium,300.0,False,4069088,0.8228,2016.0,0.2151,37,0,1.25,0.7143,0.7273,0.925,0.0,1.333,0.0,1.0,1.333,1.0,1436.0,580.0,51.29,41.43,0.9951,0.9859
fast_meta,speed_sweep,fast,300.0,True,937459863,0.7722,2148.0,0.2147,36,1,1.14,0.8333,0.6129,1.0,1.0,0.0,1.333,1.0,1.0,1.0,2148.0,0.0,82.62,0.0,0.9978,0.9982
sesslen_300,session_sweep,medium,300.0,False,1609048860,0.7975,1896.0,0.1972,27,0,1.5,0.8158,0.6087,1.0,1.0,1.0,1.5,0.0,3.0,0.0,610.0,1286.0,15.25,107.17,0.9856,0.9892
slow_nometa,speed_sweep,slow,300.0,False,670621554,0.8861,1926.0,0.2439,31,0,1.0,0.9355,0.75,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1534.0,392.0,39.33,43.56,0.9802,0.9881
very_fast_meta,speed_sweep,very_fast,300.0,True,1851118014,0.7215,2098.0,0.1963,42,0,1.17,0.6538,0.5185,1.0,1.167,1.0,1.143,1.0,1.667,1.333,1466.0,632.0,97.73,28.73,0.9961,0.9858
medium_nometa,speed_sweep,medium,300.0,False,100045173,0.8987,2138.0,0.2195,29,0,1.0,0.9722,0.7083,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1496.0,642.0,35.62,80.25,0.9656,0.9813
very_fast_nometa,speed_sweep,very_fast,300.0,False,919342799,0.7975,1956.0,0.1965,39,0,1.08,0.8235,0.6522,0.9091,1.0,1.0,1.167,1.0,1.167,1.333,568.0,1388.0,23.67,86.75,0.999,0.9957
sesslen_60,session_sweep,medium,60.0,False,1664184916,0.2025,1770.0,0.1875,29,0,1.0,1.0,0.0303,0.1143,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1770.0,0.0,46.58,0.895,0.9787
slow_meta,speed_sweep,slow,300.0,True,554467233,0.8354,1462.0,0.1884,56,0,1.75,1.0,0.7111,1.0,0.0,0.0,1.0,1.0,0.0,2.5,1462.0,0.0,146.2,0.0,1.0,0.9994
medium_nometa,speed_sweep,medium,300.0,False,413084481,0.7848,1902.0,0.1964,42,0,1.57,0.5882,0.7297,1.0,2.0,0.0,2.0,1.0,0.0,1.5,598.0,1304.0,29.9,76.71,0.9983,0.996
medium_meta,speed_sweep,medium,300.0,True,401812213,0.5063,2704.0,0.2236,28,3,1.67,0.6071,0.1739,0.6786,0.0,1.0,2.0,1.0,2.5,1.0,1986.0,718.0,82.75,26.59,1.0,0.9932
very_fast_nometa,speed_sweep,very_fast,300.0,False,1905221510,0.6962,2142.0,0.2236,53,0,1.26,0.3,0.697,1.0,1.143,1.0,1.667,1.0,2.0,1.333,1470.0,672.0,245.0,33.6,0.975,0.9726
fast_nometa,speed_sweep,fast,300.0,False,1600347476,0.8101,2074.0,0.2379,41,0,1.22,0.871,0.6765,1.0,1.0,1.0,1.333,1.0,2.0,1.0,778.0,1296.0,33.83,86.4,0.9977,0.9959
fast_meta,speed_sweep,fast,300.0,True,458539774,0.8608,1880.0,0.1961,46,0,1.11,0.6154,0.7778,1.0,0.0,1.0,1.0,1.0,1.0,1.333,552.0,1328.0,25.09,120.73,0.9993,0.9999
sesslen_60,session_sweep,medium,60.0,False,150764910,0.6203,3292.0,0.2365,30,0,1.57,0.9,0.25,0.8235,2.333,0.0,1.0,1.0,1.0,0.0,2616.0,676.0,84.39,37.56,0.963,0.936
fast_nometa,speed_sweep,fast,300.0,False,1848913762,0.7975,1943.0,0.2243,40,0,1.29,0.8,0.6897,0.95,1.0,1.0,1.333,1.25,1.0,2.5,1343.0,600.0,53.72,42.86,0.9997,0.9853
medium_meta,speed_sweep,medium,300.0,True,631135869,0.8987,2194.0,0.2385,39,0,1.29,1.0,0.7308,0.975,0.0,1.0,0.0,1.5,1.0,1.333,1654.0,540.0,50.12,77.14,0.9992,0.9971
sesslen_120,session_sweep,medium,120.0,False,338765799,0.5063,1944.0,0.2255,42,0,2.17,0.2683,0.5556,0.95,1.0,1.0,2.5,0.0,5.0,0.0,1552.0,392.0,91.29,19.6,0.9781,0.9469
very_fast_meta,speed_sweep,very_fast,300.0,True,496391967,0.8354,2234.0,0.1942,47,0,1.08,0.8,0.6522,1.0,1.0,1.0,1.0,1.0,1.2,1.4,1556.0,678.0,81.89,52.15,0.9967,0.9983
slow_meta,speed_sweep,slow,300.0,True,1968694406,0.7468,2175.0,0.1973,43,0,1.4,0.5714,0.7381,1.0,1.0,1.0,2.0,1.0,0.0,2.0,691.0,1484.0,40.65,78.11,0.9973,0.9951
very_fast_meta,speed_sweep,very_fast,300.0,True,1674769,0.4937,1518.0,0.1539,43,1,1.05,0.5217,0.0,1.0,0.0,1.0,1.0,1.0,1.333,0.0,1518.0,0.0,89.29,0.0,0.8536,0.8947
fast_nometa,speed_sweep,fast,300.0,False,1845160241,0.7848,2036.0,0.2143,30,0,1.46,0.7857,0.7273,0.8276,1.0,2.667,1.0,1.0,1.0,1.5,0.0,2036.0,0.0,119.76,0.998,0.9955
fast_meta,speed_sweep,fast,300.0,True,2138050032,0.6835,2420.0,0.222,27,0,1.23,0.5263,0.6,0.9615,1.0,1.0,1.0,1.0,2.0,1.0,1516.0,904.0,56.15,36.16,0.9825,0.9927
fast_meta,speed_sweep,fast,300.0,True,2024659964,0.8861,2202.0,0.2188,30,0,1.31,0.8929,0.7143,1.0,1.0,1.0,1.25,1.0,3.0,1.667,1548.0,654.0,38.7,72.67,0.9971,0.9877
slow_meta,speed_sweep,slow,300.0,True,400317526,0.519,2256.0,0.2159,18,4,3.5,0.6136,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,2256.0,0.0,86.77,0.0,1.0,0.9959
very_fast_nometa,speed_sweep,very_fast,300.0,False,2004897478,0.5316,1964.0,0.1972,23,0,1.24,0.7778,0.3611,0.5,1.167,1.0,1.333,1.0,1.5,1.333,0.0,1964.0,0.0,61.38,0.9037,0.8928
sesslen_120,session_sweep,medium,120.0,False,1984986306,0.4304,1736.0,0.2124,54,0,1.86,0.2609,0.6,0.7692,1.5,1.5,1.5,0.0,4.0,0.0,236.0,1500.0,47.2,75.0,0.9171,0.9101
medium_meta,speed_sweep,medium,300.0,True,1451827653,0.7595,2300.0,0.2152,42,1,1.43,0.5926,0.7143,1.0,1.0,1.0,1.5,1.0,0.0,2.0,1736.0,564.0,78.91,37.6,1.0,0.9662
fast_nometa,speed_sweep,fast,300.0,False,2134440572,0.6456,1556.0,0.1757,55,0,1.47,0.2381,0.7143,0.8667,1.333,1.5,2.5,1.25,1.5,1.333,772.0,784.0,59.38,71.27,0.9999,0.9919
very_fast_meta,speed_sweep,very_fast,300.0,True,563838101,0.3291,2120.0,0.1937,30,6,1.29,0.7391,0.0294,0.3636,0.0,1.5,1.0,1.5,1.333,0.0,2120.0,0.0,151.43,0.0,0.9956,1.0
medium_nometa,speed_sweep,medium,300.0,False,1225533345,0.8481,1936.0,0.2098,42,0,1.5,0.7917,0.7586,1.0,1.0,0.0,0.0,1.0,4.0,1.5,1336.0,600.0,53.44,50.0,1.0,0.9954
sesslen_180,session_sweep,medium,180.0,False,1944941266,0.7722,1788.0,0.2422,36,0,2.0,0.5882,0.75,0.9459,0.0,1.333,0.0,1.0,2.75,0.0,1396.0,392.0,51.7,24.5,0.9395,0.9832
slow_nometa,speed_sweep,slow,300.0,False,324614106,0.7215,2256.0,0.2159,29,0,3.33,0.3214,0.8,0.9565,0.0,3.0,0.0,0.0,6.0,1.0,2256.0,0.0,80.57,0.0,0.9961,0.9929
fast_nometa,speed_sweep,fast,300.0,False,1342292133,0.7848,1962.0,0.2363,41,0,1.71,0.5556,0.7917,1.0,1.0,1.0,1.5,1.0,3.667,1.5,1570.0,392.0,71.36,24.5,0.9988,0.9786
sesslen_120,session_sweep,medium,120.0,False,2020245099,0.6582,2178.0,0.255,21,0,3.33,0.875,0.0455,0.92,10.0,2.0,0.0,1.0,3.0,0.0,1986.0,192.0,53.68,9.14,0.9182,0.9578
fast_nometa,speed_sweep,fast,300.0,False,1646917935,0.8228,2122.0,0.2101,52,0,1.27,0.4615,0.7742,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2122.0,0.0,132.62,0.0,0.9998,0.9708
very_fast_meta,speed_sweep,very_fast,300.0,True,497640948,0.7722,1992.0,0.2156,48,0,1.19,0.8077,0.6,0.9565,1.0,1.0,1.286,1.0,1.25,2.0,900.0,1092.0,64.29,64.24,0.9824,0.9899
very_fast_nometa,speed_sweep,very_fast,300.0,False,169476846,0.7975,2472.0,0.2117,50,0,1.11,0.8261,0.5862,1.0,1.0,1.0,1.0,1.0,1.429,1.167,1612.0,860.0,124.0,53.75,0.9989,0.9995
medium_nometa,speed_sweep,medium,300.0,False,1432573615,0.8608,2206.0,0.214,28,0,1.38,0.85,0.7727,1.0,1.0,1.0,1.5,1.0,3.0,1.0,2206.0,0.0,55.15,0.0,0.9999,0.9884
medium_nometa,speed_sweep,medium,300.0,False,1213533872,0.8228,1978.0,0.2204,43,0,1.38,0.7308,0.7667,1.0,1.0,0.0,0.0,1.0,2.0,0.0,936.0,1042.0,42.55,74.43,1.0,0.9847
sesslen_120,session_sweep,medium,120.0,False,423686582,0.6456,2168.0,0.251,43,0,1.57,0.3226,0.6818,1.0,0.0,1.0,0.0,1.0,2.0,2.5,738.0,1430.0,38.84,84.12,1.0,0.956
sesslen_120,session_sweep,medium,120.0,False,74257877,0.4684,2016.0,0.2292,21,0,1.86,0.8214,0.119,1.0,3.5,0.0,1.0,1.0,0.0,2.0,902.0,1114.0,37.58,32.76,0.9887,0.9541
sesslen_300,session_sweep,medium,300.0,False,852367400,0.8608,2040.0,0.2126,33,0,1.14,0.8065,0.7895,0.9655,1.0,1.0,2.0,0.0,1.0,1.0,1340.0,700.0,38.29,63.64,0.9989,0.993
sesslen_60,session_sweep,medium,60.0,False,1216354252,0.3544,2300.0,0.2121,20,0,1.2,0.9545,0.0,0.3043,0.0,2.0,1.0,1.0,1.0,0.0,700.0,1600.0,28.0,47.06,0.967,0.9848
fast_nometa,speed_sweep,fast,300.0,False,887227430,0.6456,2170.0,0.2275,30,0,1.25,0.75,0.0476,0.9412,0.0,1.0,1.0,1.0,2.0,1.0,1536.0,634.0,48.0,37.29,1.0,0.9985
slow_nometa,speed_sweep,slow,300.0,False,1969967463,0.443,1642.0,0.1964,18,0,1.0,0.75,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1642.0,0.0,74.64,0.0,1.0,1.0
sesslen_300,session_sweep,medium,300.0,False,2015504691,0.8481,2274.0,0.2264,40,0,1.17,0.7778,0.76,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1638.0,636.0,56.48,63.6,0.9997,0.9582
sesslen_300,session_sweep,medium,300.0,False,1908124361,0.7722,2134.0,0.2158,45,0,1.43,0.5714,0.75,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1584.0,550.0,75.43,42.31,1.0,0.9587
slow_nometa,speed_sweep,slow,300.0,False,1239616429,0.8481,2372.0,0.2124,42,0,2.0,1.0,0.6923,1.0,5.0,0.0,1.0,1.0,0.0,1.0,1734.0,638.0,69.36,53.17,0.9996,0.9959
slow_meta,speed_sweep,slow,300.0,True,303340543,0.6962,2270.0,0.1935,42,0,1.0,0.5652,0.3333,1.0,0.0,1.0,0.0,1.0,1.0,0.0,970.0,1300.0,44.09,86.67,0.9867,0.9534
slow_meta,speed_sweep,slow,300.0,True,116178051,0.7975,2024.0,0.2315,35,0,1.25,0.7097,0.7586,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1180.0,844.0,42.14,52.75,1.0,0.9838
fast_meta,speed_sweep,fast,300.0,True,1586201781,0.7848,1692.0,0.1968,30,0,1.56,0.8,0.5833,1.0,2.0,1.0,1.2,1.0,2.0,2.5,1172.0,520.0,36.62,30.59,0.9951,0.988
medium_meta,speed_sweep,medium,300.0,True,1800093099,0.8861,2190.0,0.2122,46,0,1.12,1.0,0.7429,1.0,0.0,1.0,0.0,1.0,1.0,1.333,1536.0,654.0,64.0,72.67,0.9998,0.9988
sesslen_180,session_sweep,medium,180.0,False,699971060,0.6076,2142.0,0.2414,48,0,2.67,0.1154,0.7368,0.9118,0.0,1.0,1.0,1.0,11.0,1.0,694.0,1448.0,46.27,90.5,0.9653,0.9764
medium_meta,speed_sweep,medium,300.0,True,1348943524,0.7468,2146.0,0.2107,47,0,1.0,0.8,0.7674,0.6923,1.0,0.0,1.0,1.0,0.0,1.0,1466.0,680.0,77.16,52.31,0.9998,0.9879
medium_nometa,speed_sweep,medium,300.0,False,638640388,0.7975,2016.0,0.211,35,0,1.38,0.75,0.6667,0.9333,1.0,2.0,1.0,1.0,1.0,2.0,1206.0,810.0,41.59,54.0,0.9894,0.9751
sesslen_120,session_sweep,medium,120.0,False,355729352,0.6203,1950.0,0.1999,7,0,1.5,0.9474,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1760.0,190.0,41.9,6.33,0.9969,0.9994
sesslen_120,session_sweep,medium,120.0,False,1506419962,0.5316,2246.0,0.2137,22,0,1.67,0.9412,0.0769,0.6667,0.0,2.0,1.0,2.5,1.0,1.0,840.0,1406.0,32.31,45.35,0.9399,0.9477
fast_nometa,speed_sweep,fast,300.0,False,1035609296,0.6709,1938.0,0.1965,47,0,1.29,0.5152,0.6897,0.9412,1.4,1.0,1.25,1.333,1.0,1.5,0.0,1938.0,0.0,88.09,0.9932,0.9736
very_fast_nometa,speed_sweep,very_fast,300.0,False,2044615410,0.7848,2060.0,0.1941,41,0,1.11,0.6552,0.72,1.0,1.125,1.0,1.333,1.0,1.286,1.0,1492.0,568.0,67.82,35.5,0.9974,0.9949
slow_meta,speed_sweep,slow,300.0,True,1809086,0.8861,2102.0,0.2099,45,0,1.0,1.0,0.7273,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2102.0,0.0,84.08,0.0,0.9994,0.9917
medium_meta,speed_sweep,medium,300.0,True,758518520,0.8608,2272.0,0.2264,51,0,1.29,0.7333,0.7586,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1638.0,634.0,96.35,57.64,1.0,0.9994
sesslen_180,session_sweep,medium,180.0,False,1516900701,0.8228,2110.0,0.2318,39,0,1.57,0.8519,0.7419,0.9048,1.0,0.0,1.0,1.0,5.0,1.0,1468.0,642.0,52.43,53.5,0.9998,0.9805
slow_nometa,speed_sweep,slow,300.0,False,2117720693,0.9114,1812.0,0.218,34,0,1.0,0.9375,0.7692,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1204.0,608.0,31.68,86.86,0.9539,0.9858
sesslen_120,session_sweep,medium,120.0,False,632413481,0.6329,2388.0,0.2372,53,0,1.5,0.25,0.7419,0.7857,1.0,0.0,4.0,1.0,1.0,1.0,1604.0,784.0,114.57,65.33,0.999,0.9951
sesslen_180,session_sweep,medium,180.0,False,1050894452,0.7848,1966.0,0.2209,21,0,1.38,0.8571,0.2143,0.9667,2.0,1.0,1.0,2.0,1.333,0.0,440.0,1526.0,9.36,138.73,0.9355,0.9789
slow_nometa,speed_sweep,slow,300.0,False,490975499,0.6962,1308.0,0.1866,15,0,1.0,0.9167,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,630.0,678.0,13.4,39.88,0.9524,0.9999
slow_meta,speed_sweep,slow,300.0,True,909212569,0.557,2256.0,0.2159,33,3,3.33,0.5714,0.0,0.5405,0.0,2.0,0.0,0.0,4.0,0.0,2256.0,0.0,77.79,0.0,0.9998,0.9907
sesslen_60,session_sweep,medium,60.0,False,1441323803,0.6076,2388.0,0.2443,30,0,2.14,0.4722,0.0,0.8611,0.0,1.0,0.0,1.0,3.667,0.0,1896.0,492.0,61.16,27.33,0.9759,0.9673
medium_meta,speed_sweep,medium,300.0,True,715540743,0.6709,2171.0,0.1973,34,1,1.29,0.84,0.4167,0.9444,1.0,1.0,1.5,1.0,0.0,1.5,691.0,1480.0,23.83,92.5,0.9351,0.9468
sesslen_60,session_sweep,medium,60.0,False,1759278448,0.5696,2148.0,0.2392,45,0,2.14,0.2857,0.0,0.7955,0.0,2.25,0.0,0.0,2.0,0.0,1924.0,224.0,76.96,24.89,0.9764,0.9528
fast_meta,speed_sweep,fast,300.0,True,1367323816,0.7215,1942.0,0.2147,42,0,1.47,0.6154,0.4,1.0,2.0,1.0,1.5,1.0,1.667,2.0,1342.0,600.0,63.9,37.5,0.9918,0.9804
sesslen_120,session_sweep,medium,120.0,False,760215367,0.5316,1852.0,0.2277,47,0,2.57,0.1951,0.7143,0.9355,1.0,1.0,0.0,1.0,4.667,0.0,652.0,1200.0,40.75,75.0,0.9993,0.9452
medium_meta,speed_sweep,medium,300.0,True,1276014390,0.6709,1464.0,0.1929,12,0,1.33,1.0,0.0,0.7241,0.0,1.0,1.0,2.0,1.0,0.0,830.0,634.0,18.86,27.57,0.9982,0.9912
slow_nometa,speed_sweep,slow,300.0,False,367358540,0.7468,2236.0,0.2111,48,0,1.75,0.625,0.4848,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2236.0,0.0,106.48,0.0,1.0,0.9935
fast_nometa,speed_sweep,fast,300.0,False,1214281075,0.7468,2180.0,0.2192,42,0,1.25,0.8462,0.5,0.8,1.0,1.0,2.0,1.25,1.25,1.0,1458.0,722.0,56.08,65.64,0.9989,0.9648
very_fast_nometa,speed_sweep,very_fast,300.0,False,408196655,0.7848,2064.0,0.2223,42,0,1.17,0.6087,0.7037,1.0,1.0,1.0,1.0,1.0,1.667,1.5,724.0,1340.0,36.2,78.82,0.9975,0.9997
sesslen_60,session_sweep,medium,60.0,False,736227971,0.3544,1411.0,0.1591,43,0,2.71,0.3704,0.7273,0.0667,2.0,2.0,2.0,9.0,2.0,1.0,0.0,1411.0,0.0,52.26,0.9721,0.9691
slow_nometa,speed_sweep,slow,300.0,False,745519606,0.7089,1950.0,0.2164,39,0,1.0,0.7073,0.7105,0.0,1.0,0.0,1.0,0.0,0.0,0.0,770.0,1180.0,45.29,51.3,0.9998,0.9581
slow_meta,speed_sweep,slow,300.0,True,1942581873,0.9367,2168.0,0.2419,12,0,1.0,0.8958,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1512.0,656.0,24.39,131.2,0.9937,0.9817
sesslen_180,session_sweep,medium,180.0,False,1934450650,0.6709,2590.0,0.2228,45,0,2.0,0.6667,0.6944,0.6316,1.0,2.0,2.667,0.0,1.0,3.0,1440.0,1150.0,84.71,67.65,0.9423,0.9558
slow_nometa,speed_sweep,slow,300.0,False,485628322,0.8354,1974.0,0.1952,25,0,1.0,0.925,0.7368,0.75,1.0,1.0,1.0,0.0,1.0,0.0,596.0,1378.0,13.86,125.27,0.9995,0.9968
sesslen_180,session_sweep,medium,180.0,False,192604554,0.8101,2190.0,0.2424,36,0,1.71,0.8077,0.5833,1.0,0.0,1.0,1.0,0.0,1.0,3.5,2190.0,0.0,73.0,0.0,0.9937,0.9548
sesslen_120,session_sweep,medium,120.0,False,855254250,0.6582,2282.0,0.2126,51,0,2.38,0.2581,0.7895,1.0,0.0,1.0,4.0,1.0,5.0,1.0,1508.0,774.0,125.67,48.38,0.9219,0.9461
slow_meta,speed_sweep,slow,300.0,True,357039494,0.6835,2126.0,0.2135,36,0,1.67,0.7826,0.5652,0.697,0.0,1.0,0.0,2.0,0.0,2.0,1546.0,580.0,48.31,52.73,0.9498,0.9618
fast_nometa,speed_sweep,fast,300.0,False,148369695,0.5823,1444.0,0.1969,20,0,1.0,0.9474,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1444.0,0.0,43.76,0.0,0.9997,1.0
sesslen_300,session_sweep,medium,300.0,False,1603975777,0.7722,2184.0,0.2431,41,0,1.25,0.6571,0.7273,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1604.0,580.0,69.74,38.67,1.0,0.9602
sesslen_300,session_sweep,medium,300.0,False,12684650,0.7342,1792.0,0.2075,49,0,1.2,0.0,0.7647,1.0,0.0,1.0,0.0,1.0,0.0,1.5,1792.0,0.0,85.33,0.0,0.9738,0.987
sesslen_120,session_sweep,medium,120.0,False,1792325327,0.8228,1730.0,0.2388,48,0,1.12,0.6364,0.7333,0.9474,0.0,1.0,0.0,1.333,1.0,1.0,1338.0,392.0,70.42,32.67,0.9848,0.9874
sesslen_180,session_sweep,medium,180.0,False,148329514,0.7595,2020.0,0.2357,40,0,1.62,0.4516,0.8,1.0,1.0,1.0,2.0,0.0,2.333,0.0,1380.0,640.0,49.29,58.18,0.9255,0.9532
slow_nometa,speed_sweep,slow,300.0,False,259863659,0.7848,1556.0,0.1757,51,0,1.25,0.375,0.7576,0.8947,0.0,1.0,2.0,0.0,0.0,1.0,1556.0,0.0,91.53,0.0,0.9968,0.9551
very_fast_meta,speed_sweep,very_fast,300.0,True,1594359333,0.8228,1950.0,0.2299,45,0,1.14,0.875,0.7143,0.9286,1.0,1.5,1.0,1.0,1.0,1.5,1288.0,662.0,64.4,47.29,0.9972,0.9989
sesslen_60,session_sweep,medium,60.0,False,134461742,0.6709,1172.0,0.1595,24,0,1.86,0.9032,0.0,0.8065,0.0,2.333,1.0,1.0,2.0,0.0,0.0,1172.0,0.0,58.6,0.9732,0.9674
medium_meta,speed_sweep,medium,300.0,True,1647330466,0.8101,2108.0,0.2242,33,0,1.88,0.6667,0.6471,1.0,0.0,1.0,0.0,1.0,3.0,2.5,2108.0,0.0,68.0,0.0,1.0,0.9855
fast_meta,speed_sweep,fast,300.0,True,492039167,0.7595,2130.0,0.2102,47,0,1.33,0.6522,0.6875,0.9583,0.0,1.0,1.25,0.0,0.0,1.75,1522.0,608.0,84.56,43.43,0.9916,0.9348
sesslen_300,session_sweep,medium,300.0,False,884308008,0.7595,2168.0,0.2117,42,0,1.5,0.5938,0.7368,0.9643,1.0,1.0,2.0,1.0,1.5,3.0,1230.0,938.0,55.91,62.53,0.9996,0.9925
sesslen_60,session_sweep,medium,60.0,False,1219032211,0.7722,2306.0,0.2254,38,0,1.43,0.6818,0.7097,0.9231,1.5,1.0,1.5,1.0,0.0,2.0,1650.0,656.0,53.23,65.6,0.9325,0.9132
medium_nometa,speed_sweep,medium,300.0,False,929767519,0.7595,1974.0,0.2172,42,0,1.14,0.7576,0.725,1.0,1.333,0.0,1.0,1.0,0.0,0.0,768.0,1206.0,42.67,63.47,0.9995,0.9845
fast_meta,speed_sweep,fast,300.0,True,1077886856,0.7468,2024.0,0.1955,50,0,1.12,1.0,0.7179,0.6087,1.0,1.0,1.0,1.5,1.0,1.0,1384.0,640.0,76.89,58.18,0.9998,0.9972
medium_meta,speed_sweep,medium,300.0,True,691939257,0.7468,2092.0,0.217,48,0,1.5,0.5909,0.7179,1.0,1.0,1.0,2.5,1.0,1.0,2.0,1420.0,672.0,94.67,42.0,0.9444,0.9727
fast_nometa,speed_sweep,fast,300.0,False,286384955,0.8861,2172.0,0.1885,30,0,1.07,0.9512,0.6471,0.9524,1.0,1.0,1.0,2.0,1.0,1.0,1600.0,572.0,37.21,95.33,0.9956,0.9809
slow_meta,speed_sweep,slow,300.0,True,1930219434,0.6962,2146.0,0.2214,18,1,2.33,0.7925,0.25,0.9,0.0,2.0,2.0,0.0,3.0,0.0,1198.0,948.0,27.23,55.76,0.9491,0.9815
sesslen_60,session_sweep,medium,60.0,False,1499089806,0.6582,1521.0,0.2421,49,0,1.78,0.3182,0.6897,0.8929,1.0,2.5,1.5,1.0,4.0,1.0,903.0,618.0,56.44,44.14,0.9836,0.9464
sesslen_180,session_sweep,medium,180.0,False,1624843283,0.7975,2008.0,0.1965,42,0,1.0,0.6875,0.7,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1378.0,630.0,55.12,52.5,0.997,0.9904
very_fast_nometa,speed_sweep,very_fast,300.0,False,962288296,0.6835,2170.0,0.1973,45,0,1.38,0.625,0.7619,0.7222,1.111,1.286,1.75,1.0,1.6,1.0,754.0,1416.0,50.27,74.53,0.9932,0.9343
slow_meta,speed_sweep,slow,300.0,True,2052688084,0.8354,1958.0,0.1938,48,0,1.75,0.7273,0.7059,1.0,0.0,1.0,1.0,0.0,0.0,2.5,1298.0,660.0,68.32,55.0,0.9969,0.9793
