condition,experiment,speed,session_length,meta,seed,hmm_accuracy,total_pnl,sharpe,n_vetoes,n_retrains,detection_lag,acc_trending,acc_mean_reverting,acc_volatile,lag_trending_to_mean_rev,lag_trending_to_volatile,lag_mean_rev_to_trending,lag_mean_rev_to_volatile,lag_volatile_to_trending,lag_volatile_to_mean_rev,pnl_when_correct,pnl_when_incorrect,avg_pnl_correct,avg_pnl_incorrect,conf_at_transition,conf_at_stable
sesslen_60,session_sweep,medium,60.0,False,893133841,0.6709,1974.0,0.2543,47,0,1.38,1.0,0.3939,0.8571,0.0,1.0,0.0,1.0,1.0,2.0,1244.0,730.0,59.24,66.36,0.8866,0.925
very_fast_meta,speed_sweep,very_fast,300.0,True,267356651,0.7722,1900.0,0.1877,45,0,1.17,0.7333,0.5833,1.0,1.0,1.0,1.75,1.0,1.0,1.333,1508.0,392.0,71.81,30.15,0.9988,0.99
slow_meta,speed_sweep,slow,300.0,True,361564051,0.3671,1866.0,0.2157,26,5,1.5,0.0,0.0476,0.7297,0.0,0.0,0.0,1.0,0.0,2.0,310.0,1556.0,18.24,43.22,0.9084,0.9961
very_fast_meta,speed_sweep,very_fast,300.0,True,308773412,0.8608,2448.0,0.226,47,0,1.15,0.8,0.7778,0.9688,1.0,1.125,1.2,1.0,1.25,1.25,1798.0,650.0,85.62,59.09,0.9954,0.9931
sesslen_300,session_sweep,medium,300.0,False,725569174,0.8354,1984.0,0.2162,41,0,1.33,0.8966,0.7143,1.0,1.0,1.0,1.5,1.0,0.0,2.0,804.0,1180.0,32.16,90.77,0.9999,0.9863
very_fast_nometa,speed_sweep,very_fast,300.0,False,1015042072,0.7975,1732.0,0.1872,46,0,1.11,0.9167,0.5625,1.0,1.0,1.0,1.0,1.0,1.25,1.5,1732.0,0.0,101.88,0.0,0.9965,0.9854
sesslen_120,session_sweep,medium,120.0,False,669258037,0.7975,2200.0,0.2275,39,0,1.29,0.6061,0.7273,1.0,1.0,1.0,0.0,1.0,1.667,0.0,1554.0,646.0,57.56,49.69,0.9987,0.959
fast_meta,speed_sweep,fast,300.0,True,404104910,0.7722,2360.0,0.2106,39,0,1.5,0.7222,0.7143,1.0,1.0,1.0,2.0,1.0,2.5,1.0,1688.0,672.0,67.52,44.8,0.9911,0.9767
sesslen_120,session_sweep,medium,120.0,False,1484418537,0.7215,1890.0,0.2161,40,0,1.25,0.8889,0.52,0.7778,1.0,1.0,0.0,1.333,1.5,1.0,558.0,1332.0,19.93,121.09,0.9991,0.9739
sesslen_60,session_sweep,medium,60.0,False,1962265719,0.5063,2354.0,0.251,54,0,2.67,0.2258,0.6522,0.72,1.5,2.0,3.0,4.0,4.0,2.0,2354.0,0.0,156.93,0.0,0.9562,0.9902
sesslen_60,session_sweep,medium,60.0,False,1477593094,0.5696,2074.0,0.223,48,0,1.14,0.6744,0.2609,0.7692,1.5,1.0,1.0,0.0,1.0,1.0,1416.0,658.0,101.14,38.71,0.9897,0.9431
very_fast_meta,speed_sweep,very_fast,300.0,True,1097170204,0.4684,2262.0,0.2165,36,4,1.39,0.7917,0.0,0.6,0.0,1.333,1.2,1.833,1.0,0.0,1628.0,634.0,81.4,27.57,0.9926,0.9998
medium_nometa,speed_sweep,medium,300.0,False,890177241,0.7468,1984.0,0.1969,27,0,1.5,0.7419,0.2,1.0,2.0,1.0,1.5,0.0,1.0,3.0,598.0,1386.0,14.95,115.5,0.999,0.9794
fast_meta,speed_sweep,fast,300.0,True,1829182013,0.7215,1916.0,0.1966,39,0,1.86,0.48,0.5263,1.0,1.0,1.0,1.0,1.0,4.333,2.0,560.0,1356.0,29.47,64.57,1.0,0.9718
very_fast_meta,speed_sweep,very_fast,300.0,True,2136213548,0.5443,2266.0,0.2309,47,1,1.29,0.4167,0.4483,0.7692,1.0,1.429,1.0,1.0,1.5,1.429,1402.0,864.0,127.45,41.14,0.9769,0.9933
sesslen_120,session_sweep,medium,120.0,False,1571186866,0.6962,1862.0,0.2378,52,0,1.29,0.2778,0.7105,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1030.0,832.0,93.64,52.0,0.9708,0.9803
sesslen_300,session_sweep,medium,300.0,False,676710617,0.8101,1854.0,0.197,42,0,1.25,1.0,0.6667,0.9412,1.0,0.0,1.0,1.5,1.0,2.0,568.0,1286.0,24.7,91.86,0.9994,0.9977
sesslen_300,session_sweep,medium,300.0,False,2080072348,0.8354,2582.0,0.223,37,0,1.0,0.6471,0.7931,0.9697,0.0,1.0,1.0,1.0,1.0,1.0,1986.0,596.0,68.48,45.85,0.9995,0.9857
sesslen_180,session_sweep,medium,180.0,False,2015393224,0.8481,2288.0,0.2167,33,0,1.75,0.7353,0.75,1.0,1.5,1.0,1.0,0.0,2.667,0.0,2288.0,0.0,65.37,0.0,0.9967,0.9475
very_fast_nometa,speed_sweep,very_fast,300.0,False,1405169705,0.6582,2048.0,0.2247,49,0,1.32,0.4,0.6875,0.9091,1.111,1.0,2.0,1.0,1.6,2.0,1466.0,582.0,146.6,29.1,0.9662,0.9527
very_fast_meta,speed_sweep,very_fast,300.0,True,803288531,0.7089,2110.0,0.2099,39,0,1.36,0.3913,0.6087,1.0,1.667,1.0,1.4,1.0,3.0,1.667,1524.0,586.0,69.27,32.56,0.9984,0.9883
medium_meta,speed_sweep,medium,300.0,True,306933984,0.8861,1942.0,0.1949,46,0,1.0,1.0,0.7097,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1272.0,670.0,53.0,74.44,0.9991,0.9983
fast_nometa,speed_sweep,fast,300.0,False,860228531,0.7975,1880.0,0.1961,46,0,1.19,0.8,0.7632,0.8462,1.0,1.0,1.0,1.0,2.0,1.4,552.0,1328.0,26.29,110.67,0.9998,0.9958
very_fast_nometa,speed_sweep,very_fast,300.0,False,847587066,0.8101,1962.0,0.1969,38,0,1.09,0.8966,0.64,0.88,1.0,1.0,1.1,1.0,1.0,1.333,614.0,1348.0,21.93,103.69,0.9884,0.9837
sesslen_60,session_sweep,medium,60.0,False,29871232,0.4937,2064.0,0.1967,45,0,2.11,0.5294,0.24,0.6486,0.0,1.0,3.0,1.5,1.5,4.0,1382.0,682.0,81.29,40.12,0.9321,0.9495
sesslen_60,session_sweep,medium,60.0,False,380167731,0.5696,2144.0,0.2357,47,0,1.88,0.3333,0.5455,0.8966,1.0,1.0,3.0,0.0,3.0,2.0,908.0,1236.0,56.75,77.25,0.9971,0.9234
medium_meta,speed_sweep,medium,300.0,True,1684510265,0.8101,1972.0,0.1949,51,0,1.25,0.6923,0.7561,0.96,1.0,0.0,1.5,1.5,0.0,1.0,1358.0,614.0,97.0,43.86,0.999,0.9994
medium_meta,speed_sweep,medium,300.0,True,1461272780,0.8987,2242.0,0.2151,42,0,1.57,0.84,0.9722,0.8333,1.0,1.0,2.0,2.0,1.0,2.0,2242.0,0.0,77.31,0.0,0.9996,0.9919
slow_nometa,speed_sweep,slow,300.0,False,995169204,0.8608,2164.0,0.2204,52,0,1.33,0.0,0.6562,1.0,0.0,0.0,0.0,1.0,0.0,1.5,2164.0,0.0,113.89,0.0,0.9058,0.9549
sesslen_300,session_sweep,medium,300.0,False,2007933879,0.9114,2224.0,0.2121,33,0,1.25,0.9333,0.7917,1.0,1.0,1.0,2.0,1.0,1.5,1.0,1536.0,688.0,39.38,98.29,0.9996,0.9965
sesslen_180,session_sweep,medium,180.0,False,1096246839,0.5949,1928.0,0.2172,47,0,1.25,0.3704,0.2857,1.0,2.0,1.0,1.0,1.0,1.5,1.0,0.0,1928.0,0.0,128.53,0.9461,0.9836
medium_nometa,speed_sweep,medium,300.0,False,339468390,0.7089,2528.0,0.2301,44,0,1.43,0.56,0.5556,1.0,1.0,0.0,1.0,1.0,2.5,0.0,1870.0,658.0,98.42,41.12,0.9945,0.9552
sesslen_60,session_sweep,medium,60.0,False,232018256,0.6329,2506.0,0.2355,23,0,1.5,0.9394,0.0625,0.6,3.0,2.0,1.0,1.0,1.0,0.0,1612.0,894.0,44.78,44.7,0.883,0.9785
sesslen_60,session_sweep,medium,60.0,False,918447718,0.5063,1726.0,0.2391,9,0,1.2,0.92,0.0278,0.8889,0.0,1.0,1.0,2.0,1.0,0.0,1192.0,534.0,32.22,16.18,0.9841,0.9876
fast_meta,speed_sweep,fast,300.0,True,434568436,0.8101,2058.0,0.1963,41,0,1.46,0.7391,0.64,1.0,2.0,1.0,1.0,1.0,1.333,2.5,2058.0,0.0,82.32,0.0,0.9923,0.9969
fast_nometa,speed_sweep,fast,300.0,False,1911718400,0.7595,2188.0,0.2124,47,0,1.25,0.85,0.6905,0.8235,1.0,1.0,1.0,2.0,1.0,1.5,1008.0,1180.0,59.29,78.67,0.998,0.9972
slow_meta,speed_sweep,slow,300.0,True,1540046568,0.7848,1208.0,0.1591,39,0,1.67,0.8108,0.7619,0.0,1.0,0.0,2.0,0.0,0.0,0.0,536.0,672.0,22.33,42.0,1.0,0.9801
very_fast_meta,speed_sweep,very_fast,300.0,True,2091819198,0.7595,2260.0,0.1949,45,0,1.1,0.4118,0.8571,0.8519,1.2,1.0,1.0,1.143,1.333,1.0,2260.0,0.0,141.25,0.0,0.9998,0.9995
very_fast_nometa,speed_sweep,very_fast,300.0,False,2040303987,0.7848,1928.0,0.188,38,0,1.15,0.8182,0.56,1.0,1.143,1.0,1.143,1.0,1.333,2.0,1536.0,392.0,64.0,23.06,0.9882,0.988
fast_nometa,speed_sweep,fast,300.0,False,407729538,0.7722,1974.0,0.22,35,0,1.21,0.8235,0.5385,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1304.0,670.0,50.15,37.22,0.9994,0.9948
sesslen_300,session_sweep,medium,300.0,False,1962315096,0.7089,2090.0,0.221,43,0,1.14,0.625,0.8,0.7931,1.0,1.0,0.0,1.0,1.5,1.0,1490.0,600.0,99.33,28.57,0.9989,0.9273
very_fast_meta,speed_sweep,very_fast,300.0,True,1973720213,0.5443,2166.0,0.2111,27,2,1.05,0.4286,0.2174,0.9286,1.0,1.0,1.25,1.0,1.0,1.0,752.0,1414.0,30.08,52.37,1.0,1.0
sesslen_180,session_sweep,medium,180.0,False,951468,0.6962,2438.0,0.2308,43,0,1.29,0.5862,0.6923,1.0,1.0,1.0,1.667,0.0,0.0,1.0,1758.0,680.0,87.9,42.5,0.9748,0.9338
very_fast_meta,speed_sweep,very_fast,300.0,True,996830428,0.7595,2114.0,0.2297,45,0,1.12,0.7407,0.5926,0.96,1.0,1.0,1.143,1.0,1.2,1.667,1232.0,882.0,82.13,46.42,0.9987,0.99
sesslen_180,session_sweep,medium,180.0,False,1385090713,0.557,2148.0,0.2356,42,0,1.75,0.7368,0.3421,0.7727,1.5,0.0,0.0,1.0,2.0,3.0,1558.0,590.0,77.9,34.71,0.92,0.9663
sesslen_120,session_sweep,medium,120.0,False,661589689,0.6962,2276.0,0.2161,46,0,2.25,0.2917,0.6667,0.973,0.0,1.0,2.0,1.0,4.5,2.0,1466.0,810.0,77.16,57.86,0.9999,0.9637
medium_meta,speed_sweep,medium,300.0,True,17517392,0.7975,2132.0,0.2102,39,1,1.6,0.7059,0.5714,1.0,1.0,1.0,2.5,1.0,2.0,2.0,2132.0,0.0,64.61,0.0,0.9615,0.9682
sesslen_60,session_sweep,medium,60.0,False,1259159371,0.5949,2018.0,0.2034,39,0,1.71,0.5455,0.2593,0.8293,0.0,1.0,0.0,1.667,3.0,1.5,1370.0,648.0,59.57,38.12,0.9029,0.915
fast_nometa,speed_sweep,fast,300.0,False,1330175956,0.7342,2158.0,0.2299,36,0,1.35,0.8276,0.6875,0.6765,1.0,1.0,1.0,1.5,2.0,1.5,1578.0,580.0,52.6,44.62,0.9953,0.9957
fast_nometa,speed_sweep,fast,300.0,False,1052922761,0.557,1706.0,0.1968,30,0,1.3,0.7692,0.0,1.0,0.0,1.0,1.0,1.0,2.5,0.0,1706.0,0.0,65.62,0.0,0.9999,1.0
sesslen_60,session_sweep,medium,60.0,False,1101672070,0.6203,1824.0,0.2325,17,0,1.0,0.8889,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,902.0,922.0,23.74,38.42,0.8844,0.9839
sesslen_180,session_sweep,medium,180.0,False,412184752,0.5443,2180.0,0.2191,42,0,1.43,0.6111,0.4643,0.5333,1.0,1.5,1.667,0.0,0.0,1.0,1518.0,662.0,72.29,41.38,0.9794,0.943
medium_meta,speed_sweep,medium,300.0,True,585979195,0.8101,2564.0,0.2122,21,0,1.86,0.913,0.5417,1.0,2.5,1.0,1.333,0.0,0.0,3.0,832.0,1732.0,18.91,123.71,0.9282,0.9689
sesslen_300,session_sweep,medium,300.0,False,1162036047,0.5696,1988.0,0.2187,38,0,1.14,0.6522,0.3333,1.0,1.0,1.0,1.0,1.0,0.0,1.5,756.0,1232.0,42.0,53.57,0.9411,0.9427
very_fast_nometa,speed_sweep,very_fast,300.0,False,1061024966,0.8228,1634.0,0.206,47,0,1.06,0.9545,0.6061,1.0,1.0,1.0,1.0,1.0,1.0,1.4,984.0,650.0,54.67,46.43,0.9953,0.9997
very_fast_meta,speed_sweep,very_fast,300.0,True,550916174,0.7089,2250.0,0.2283,39,0,1.3,0.6429,0.48,1.0,1.0,1.0,1.2,1.0,2.0,1.8,2028.0,222.0,119.29,9.65,0.9971,0.9868
medium_nometa,speed_sweep,medium,300.0,False,2028561295,0.7089,2104.0,0.1963,42,0,2.0,0.7143,0.4333,1.0,2.0,0.0,1.0,1.0,3.0,4.0,1424.0,680.0,56.96,56.67,0.9917,0.9502
medium_nometa,speed_sweep,medium,300.0,False,370443265,0.7722,2034.0,0.2189,33,0,1.0,0.7742,0.7143,0.85,0.0,1.0,1.0,0.0,0.0,1.0,660.0,1374.0,21.29,91.6,0.9999,0.9926
slow_meta,speed_sweep,slow,300.0,True,284016506,0.7975,2030.0,0.2432,30,0,1.75,0.75,0.7,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1466.0,564.0,44.42,35.25,1.0,0.9735
very_fast_meta,speed_sweep,very_fast,300.0,True,1287321648,0.7975,2092.0,0.224,48,0,1.14,0.8077,0.6207,1.0,1.0,1.0,1.375,1.0,1.25,1.2,1492.0,600.0,99.47,37.5,0.9992,0.9947
medium_meta,speed_sweep,medium,300.0,True,1885207427,0.6456,2288.0,0.2102,45,1,3.62,0.1579,0.6667,0.8333,0.0,3.333,0.0,1.0,5.0,3.0,772.0,1516.0,38.6,108.29,0.9598,0.964
sesslen_120,session_sweep,medium,120.0,False,1440133507,0.7468,1984.0,0.2369,36,0,1.67,0.5294,0.6923,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1350.0,634.0,51.92,37.29,0.9019,0.9403
slow_meta,speed_sweep,slow,300.0,True,917367427,0.8354,1844.0,0.2188,33,0,1.0,0.9286,0.7419,0.6667,1.0,0.0,1.0,1.0,0.0,0.0,1002.0,842.0,29.47,70.17,0.9985,0.9616
sesslen_120,session_sweep,medium,120.0,False,2097421121,0.8861,1876.0,0.2155,35,0,1.29,0.931,0.5882,1.0,0.0,1.0,1.0,0.0,2.0,1.0,514.0,1362.0,14.69,151.33,0.9999,0.9795
medium_meta,speed_sweep,medium,300.0,True,1697708090,0.8861,2264.0,0.2145,54,0,1.5,0.875,0.9545,0.7778,1.0,0.0,1.5,1.5,0.0,1.667,1460.0,804.0,91.25,89.33,0.9999,0.9955
medium_nometa,speed_sweep,medium,300.0,False,30207581,0.6329,1380.0,0.1593,19,0,1.75,1.0,0.0,0.8571,0.0,2.0,1.0,3.0,1.0,0.0,760.0,620.0,20.54,26.96,0.9595,0.9942
slow_nometa,speed_sweep,slow,300.0,False,189944195,0.6203,2430.0,0.1854,24,0,1.0,0.6944,0.375,0.6667,0.0,1.0,1.0,0.0,0.0,1.0,1866.0,564.0,53.31,28.2,1.0,0.9962
sesslen_300,session_sweep,medium,300.0,False,510521779,0.8861,2114.0,0.2263,42,0,1.14,0.8333,0.7692,1.0,1.0,1.0,1.0,1.0,0.0,1.5,1460.0,654.0,50.34,81.75,0.9988,0.9878
sesslen_60,session_sweep,medium,60.0,False,186508209,0.6329,2012.0,0.2238,45,0,2.5,0.1905,0.5926,0.9677,0.0,1.0,0.0,1.0,4.667,2.0,890.0,1122.0,44.5,80.14,1.0,0.9713
slow_nometa,speed_sweep,slow,300.0,False,1269709035,0.8481,2200.0,0.2262,42,0,1.33,0.6522,0.7647,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1544.0,656.0,59.38,59.64,0.9999,0.9743
sesslen_60,session_sweep,medium,60.0,False,1217676631,0.6203,2202.0,0.2348,41,0,1.75,0.55,0.52,0.7353,1.0,0.0,0.0,1.0,3.5,2.0,172.0,2030.0,9.56,101.5,0.9342,0.958
very_fast_meta,speed_sweep,very_fast,300.0,True,1434216302,0.8354,2102.0,0.2207,52,0,1.09,0.7619,0.7742,0.963,1.0,1.0,1.2,1.0,1.333,1.143,1480.0,622.0,105.71,47.85,0.9933,0.9973
sesslen_60,session_sweep,medium,60.0,False,164836516,0.4937,1952.0,0.2122,43,0,2.57,0.2632,0.2258,0.931,2.0,1.0,0.0,1.0,4.0,4.5,818.0,1134.0,51.12,56.7,0.9514,0.9544
sesslen_300,session_sweep,medium,300.0,False,1371804976,0.4937,2126.0,0.217,24,0,2.2,0.7778,0.0278,0.96,0.0,1.0,5.0,1.0,0.0,3.0,1458.0,668.0,63.39,20.88,1.0,0.9997
fast_meta,speed_sweep,fast,300.0,True,1110955608,0.4051,2214.0,0.1945,32,5,1.6,0.5556,0.2564,0.5455,1.5,1.5,1.0,3.0,1.0,3.0,1586.0,628.0,75.52,24.15,0.9738,0.9959
medium_nometa,speed_sweep,medium,300.0,False,1494310186,0.7468,2104.0,0.1963,35,0,1.25,0.8,0.5312,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1424.0,680.0,45.94,52.31,1.0,0.9372
sesslen_120,session_sweep,medium,120.0,False,375303951,0.7722,2470.0,0.2287,39,0,1.57,0.6087,0.7778,0.8684,0.0,1.0,0.0,1.0,3.0,1.0,1440.0,1030.0,57.6,68.67,0.9987,0.9645
slow_nometa,speed_sweep,slow,300.0,False,1649224403,0.7722,2466.0,0.2149,52,0,1.33,0.0,0.5135,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1824.0,642.0,101.33,71.33,0.9736,0.9717
fast_nometa,speed_sweep,fast,300.0,False,2099617754,0.8481,2102.0,0.2207,36,0,1.57,0.8636,0.625,1.0,1.0,1.0,1.0,1.0,2.0,2.667,1458.0,644.0,47.03,53.67,0.9975,0.9871
slow_nometa,speed_sweep,slow,300.0,False,481422286,0.6456,1892.0,0.2147,41,0,1.75,0.5217,0.7941,0.5455,1.0,0.0,1.0,4.0,0.0,1.0,1286.0,606.0,75.65,28.86,0.984,0.9584
slow_nometa,speed_sweep,slow,300.0,False,569434041,0.5443,2030.0,0.2214,45,0,1.67,0.5652,0.2121,1.0,3.0,0.0,0.0,1.0,1.0,0.0,634.0,1396.0,42.27,73.47,0.7806,0.9211
slow_nometa,speed_sweep,slow,300.0,False,968761855,0.5949,2014.0,0.1971,45,0,1.5,0.375,0.4333,1.0,1.0,0.0,2.0,1.0,0.0,2.0,650.0,1364.0,43.33,71.79,0.9764,0.986
very_fast_meta,speed_sweep,very_fast,300.0,True,1067222949,0.4684,1514.0,0.1825,34,2,1.06,0.5185,0.0,0.9583,0.0,1.0,1.0,1.333,1.0,0.0,216.0,1298.0,9.82,56.43,0.8632,0.8833
slow_meta,speed_sweep,slow,300.0,True,1653505735,0.481,1804.0,0.1909,40,3,2.0,0.0,0.5641,0.4,0.0,0.0,0.0,2.5,0.0,1.0,1804.0,0.0,120.27,0.0,0.982,0.9932
sesslen_60,session_sweep,medium,60.0,False,1962746955,0.4177,2428.0,0.2279,51,0,1.67,0.0909,0.6818,0.625,1.0,2.0,2.0,1.0,0.0,2.0,1238.0,1190.0,206.33,54.09,0.9609,0.9241
sesslen_120,session_sweep,medium,120.0,False,1106314045,0.5443,2138.0,0.2473,28,0,2.5,0.8065,0.0556,0.5667,9.0,1.333,1.0,1.0,2.5,0.0,1954.0,184.0,63.03,9.2,0.9051,0.9639
sesslen_180,session_sweep,medium,180.0,False,68485051,0.6582,2316.0,0.204,33,0,1.86,0.7391,0.8095,0.5143,0.0,2.667,2.0,0.0,1.0,1.0,962.0,1354.0,37.0,67.7,0.9744,0.9767
slow_meta,speed_sweep,slow,300.0,True,158856984,0.7215,2170.0,0.2297,45,0,2.25,0.5,0.7222,0.9091,0.0,1.0,2.0,0.0,5.0,1.0,1952.0,218.0,97.6,15.57,0.9906,0.9617
sesslen_60,session_sweep,medium,60.0,False,1884004303,0.6203,2174.0,0.2375,51,0,1.71,0.3846,0.4595,0.931,0.0,1.0,4.0,1.0,0.0,1.667,1540.0,634.0,90.59,57.64,0.9388,0.9483
sesslen_300,session_sweep,medium,300.0,False,314347001,0.8354,1988.0,0.1958,42,0,1.57,0.7778,0.7083,0.9459,0.0,1.0,0.0,1.0,2.0,3.0,1316.0,672.0,52.64,56.0,1.0,0.9902
very_fast_nometa,speed_sweep,very_fast,300.0,False,70411612,0.8101,2068.0,0.1878,43,0,1.19,0.8182,0.6207,1.0,1.0,1.0,1.6,1.0,1.0,1.429,1548.0,520.0,73.71,34.67,0.9994,0.9982
medium_meta,speed_sweep,medium,300.0,True,1104151856,0.7342,1986.0,0.1958,50,0,1.25,0.4375,0.5926,0.9722,0.0,1.0,0.0,1.0,1.0,2.0,760.0,1226.0,54.29,81.73,0.9996,0.9749
slow_nometa,speed_sweep,slow,300.0,False,1420505427,0.6329,1886.0,0.2154,36,0,4.0,0.725,0.5385,0.0,10.0,0.0,1.0,0.0,0.0,0.0,520.0,1366.0,34.67,48.79,1.0,0.9776
sesslen_300,session_sweep,medium,300.0,False,977477405,0.6456,2296.0,0.2278,45,0,2.0,0.7778,0.4286,1.0,3.0,0.0,1.5,1.0,0.0,2.333,1642.0,654.0,96.59,38.47,0.9999,0.9928
slow_nometa,speed_sweep,slow,300.0,False,1799307860,0.7975,2114.0,0.226,43,0,1.0,0.8261,0.7333,1.0,1.0,0.0,1.0,1.0,0.0,0.0,536.0,1578.0,26.8,98.62,0.9999,0.9816
medium_meta,speed_sweep,medium,300.0,True,460984727,0.8608,1964.0,0.1954,28,0,1.5,0.8378,0.7368,1.0,1.0,1.0,0.0,1.0,2.5,0.0,1382.0,582.0,34.55,52.91,0.9999,0.9905
sesslen_120,session_sweep,medium,120.0,False,111276172,0.519,2132.0,0.2244,39,0,2.83,0.65,0.2564,0.9,6.5,0.0,1.0,1.0,1.0,0.0,444.0,1688.0,23.37,80.38,0.974,0.9373
sesslen_180,session_sweep,medium,180.0,False,1693168291,0.8987,1862.0,0.2305,36,0,1.12,0.8182,0.8,1.0,0.0,1.0,0.0,1.0,1.0,1.5,1224.0,638.0,34.0,91.14,0.991,0.9825
sesslen_60,session_sweep,medium,60.0,False,849382908,0.5443,1468.0,0.1799,57,0,1.56,0.25,0.8158,0.4444,1.5,1.0,2.5,1.0,2.0,1.0,798.0,670.0,66.5,67.0,0.9992,0.9947
sesslen_180,session_sweep,medium,180.0,False,1849008269,0.6709,1964.0,0.2284,36,0,1.33,0.8182,0.3514,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1292.0,672.0,56.17,33.6,0.9783,0.9396
fast_meta,speed_sweep,fast,300.0,True,525046024,0.6582,1900.0,0.2161,48,0,1.47,0.5769,0.76,0.6429,1.333,1.5,1.5,1.0,2.0,1.0,808.0,1092.0,50.5,72.8,0.992,0.9606
sesslen_300,session_sweep,medium,300.0,False,1511568494,0.7342,2080.0,0.2197,21,0,1.86,0.8276,0.0625,0.9706,0.0,1.333,1.0,0.0,2.667,0.0,900.0,1180.0,22.5,65.56,0.9648,1.0
sesslen_120,session_sweep,medium,120.0,False,1364394248,0.4684,1170.0,0.207,9,0,1.0,0.8667,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,748.0,422.0,22.0,11.72,0.9485,0.9971
fast_nometa,speed_sweep,fast,300.0,False,1570828416,0.8228,1990.0,0.2261,38,0,1.21,0.8065,0.7241,1.0,1.0,1.0,1.25,1.0,1.0,2.0,1598.0,392.0,55.1,32.67,0.9813,0.9688
slow_nometa,speed_sweep,slow,300.0,False,280759400,0.8481,2622.0,0.2233,41,0,1.67,0.7143,0.75,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1986.0,636.0,76.38,53.0,0.9973,0.9936
sesslen_300,session_sweep,medium,300.0,False,1057831090,0.7975,2160.0,0.2261,45,0,1.5,0.72,0.6897,1.0,2.0,1.0,1.5,1.0,1.0,2.0,1480.0,680.0,77.89,45.33,0.9626,0.9385
slow_nometa,speed_sweep,slow,300.0,False,1485410819,0.7342,1530.0,0.201,51,0,1.0,0.0,0.75,0.7143,0.0,0.0,0.0,1.0,0.0,1.0,858.0,672.0,78.0,39.53,0.9901,0.9945
slow_nometa,speed_sweep,slow,300.0,False,1160694802,0.8734,2466.0,0.2149,45,0,1.0,1.0,0.7297,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1824.0,642.0,76.0,64.2,0.9996,0.9984
sesslen_120,session_sweep,medium,120.0,False,1736902575,0.6329,2202.0,0.2292,40,0,1.33,0.5,0.5556,0.8519,1.0,2.0,0.0,1.0,1.0,1.0,2202.0,0.0,100.09,0.0,0.9565,0.9652
fast_meta,speed_sweep,fast,300.0,True,391680915,0.7722,2268.0,0.1875,36,0,1.75,0.8095,0.5484,1.0,3.0,1.0,1.0,1.0,1.0,2.667,1686.0,582.0,67.44,32.33,1.0,0.9908
sesslen_180,session_sweep,medium,180.0,False,662193075,0.7089,2094.0,0.194,31,0,1.29,0.5455,0.72,0.9524,2.0,1.0,1.0,0.0,0.0,1.5,1416.0,678.0,56.64,29.48,0.9999,0.9932
fast_nometa,speed_sweep,fast,300.0,False,747965155,0.7595,2180.0,0.2192,30,0,1.07,0.8462,0.3158,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1458.0,722.0,41.66,51.57,0.9981,0.9622
medium_nometa,speed_sweep,medium,300.0,False,487214892,0.7342,2214.0,0.1895,42,0,1.43,0.7037,0.7826,0.7241,0.0,1.5,2.0,1.0,2.0,1.0,1632.0,582.0,68.0,44.77,1.0,0.9803
sesslen_120,session_sweep,medium,120.0,False,895313037,0.6456,2070.0,0.2181,36,0,1.86,0.5814,0.0909,1.0,3.0,1.0,3.0,0.0,2.0,0.0,892.0,1178.0,42.48,53.55,0.9977,0.9646
sesslen_180,session_sweep,medium,180.0,False,1059047706,0.8608,2094.0,0.2409,41,0,1.25,0.7619,0.7692,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1440.0,654.0,53.33,59.45,0.9629,0.9911
fast_meta,speed_sweep,fast,300.0,True,606626894,0.6962,2138.0,0.1973,39,0,1.23,0.5758,0.4118,1.0,0.0,1.0,1.5,1.0,1.0,2.0,674.0,1464.0,35.47,69.71,0.9987,0.9517
slow_meta,speed_sweep,slow,300.0,True,995981183,0.8481,2110.0,0.2389,36,0,1.0,0.8214,0.7742,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1454.0,656.0,46.9,54.67,0.9971,0.9781
fast_meta,speed_sweep,fast,300.0,True,1804610586,0.7342,2166.0,0.1931,41,0,1.36,0.5882,0.6957,1.0,1.25,1.0,1.333,1.0,2.0,0.0,1468.0,698.0,66.73,43.62,0.9918,0.9655
very_fast_nometa,speed_sweep,very_fast,300.0,False,1487038397,0.8101,2282.0,0.2382,41,0,1.05,0.8929,0.5862,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1232.0,1050.0,47.38,87.5,0.9982,0.9916
